"","id","Publication Year","Author","Title","Publication Title","DOI","Pages","Issue","Volume","abstract","Location","x","y","Context","Functional Groups","Time Frame value","Time Frame Units","Treatments/Factors","Growth","Treatment differences","Response Variables","Notes","Elevation","MAP","MAT","X_raw","Y_raw","bib"
"65",34,2018,"Sorochkina, Kira; Ayuso, Sergio Velasco; Garcia-Pichel, Ferran","Establishing rates of lateral expansion of cyanobacterial biological soil crusts for optimal restoration","Plant and Soil","10.1007/s11104-018-3695-5","199?211","2-Jan",429,"Aims Biocrusts that form on topsoils contribute ecosystem services to drylands, and their loss under anthropogenic pressure has negative ecological consequences. Therefore, development of biocrust inoculation technology for restoration is of interest. This requires knowledge of biocrust growth and dispersal. To contribute to this, we determined the speed at which biocrusts expand laterally based on the self-propelled motility of cyanobacteria.Methodology We inoculated sterile soil with natural biocrusts and incubated them over a year in a greenhouse under conditions mimicking local precipitation, monitoring the crust's lateral expansion using time-course photography, chlorophyll a content, and microscopic inspection. Concurrent uninoculated controls served to monitor, and discount, natural inoculation by aeolian propagules.Results While the expansion front was highly variable in space, biocrusts expanded in the order of 2 cm month(-1), but only in seasons with moderate temperatures (Spring and Fall). Microcoleus vaginatus, Microcoleus steenstrupii, and Scytonema spp. advanced at averages of 1 cm month(-1), the crust advance front being preferentially driven by specialized propagules (hormogonia). These rates are within expectations based on instantaneous gliding motility speeds of cyanobacteria.Conclusions Based on the expansion capability of biocrusts during growth seasons, greenhouse inoculum units can be optimally spaced to fill 4-8 cm gaps.","Sonoran",-111.3539764,33.3923072,"Labratory","Cyanobacteria",3,"Months","Inoculum source","Positive","Inoculum species","Chl a, Cover","","","","","","","bib/sorochkina_establishing_2018.bib"
"66",35,2006,"Jones, Paul Robin; Rosentreter, Roger","Gametophyte fragment growth of three common desert mosses on artificial and natural substrates","The Bryologist","10.1639/0007-2745(2006)109[166:gfgotc]2.0.co;2","166?172","2",109,"Three common moss species (Bryum argenteum, Ceratodon purpureus and Syntrichia ruralis) were grown from fragmented gametophyte leaves and stems in a set of laboratory experiments. Ceratodon growth was the most prolific of the three species on three artificial media and varied dependent on nutrient solution. Ceratodon growth was also the most prolific on natural soils of the Snake River Plain, Idaho. However, Bryum growth was nearly equal that of Ceratodon on some soils but the growth of the two varied by soil type. Syntrichia growth by cover on natural soils was low but consistent across the three soil types. Results of these experiments support the possibility of using these organisms in restoration of sagebrush/bunchgrass habitats.","Southwestern Idaho",-117.66,41.7,"Labratory","Moss",3,"Months","Substrate, Inoculum species","Positive","","frequency of growth","","","","","","","bib/jones_gametophyte_2006.bib"
"67",78,2017,"Seiderer, Tanya; Venter, Arthurita; Wyk, Fanus van; Levanets, Anatoliy; Jordaan, Anine","Growth of soil algae and cyanobacteria on gold mine tailings material","South African Journal of Science","10.17159/sajs.2017/20160384","","12-Nov",113,"The goal of revegetation of gold mine tailings storage facilities is to reduce aeolian pollution, nutrient leaching and erosion caused by exposure to wind and water. The establishment of biological soil crusts may prove to be a more cost-effective way to reach the same goal and the aim of this study was therefore to determine if it is possible to establish algae and cyanobacteria on gold mine tailings. Different treatments of Chlamydomonas, Microcoleus and Nostoc were inoculated on gold mine tailings in controlled conditions and algal growth was measured on all of the treatments after 6 weeks. Nostoc treatments had the highest chlorophyll-a concentrations and produced a surface crust, while Chlamydomonas treatments penetrated the tailings material and provided the strongest crust. The results were promising but more research is necessary to determine the best organism, or combination of organisms, to colonise mine tailings and to eventually produce biological crusts.","Stilfontein, South Africa",26.47,-26.48,"Labratory","Cyanobacteria",6,"Weeks","Inoculum Species","Positive","Inoculum Species","Chl a, Compressive Strength, SEM","","","","","ˇ26.47¯ E","26.48¯ S","bib/seiderer_growth_2017.bib"
"68",49,2018,"Chamizo, Sonia; Mugnai, Gianmarco; Rossi, Federico; Certini, Giacomo; Philippis, Roberto De","Cyanobacteria Inoculation Improves Soil Stability and Fertility on Different Textured Soils: Gaining Insights for Applicability in Soil Restoration","Frontiers in Environmental Science","10.3389/fenvs.2018.00049","","",6,"Cyanobacteria are ubiquitous components of biocrust communities and the first colonizers of terrestrial ecosystems. They play multiple roles in the soil by fixing C and N and synthesizing exopolysaccharides, which increase soil fertility and water retention and improve soil structure and stability. Application of cyanobacteria as inoculants to promote biocrust development has been proposed as a novel biotechnological technique for restoring barren degraded areas and combating desertification processes in arid lands. However, previous to their widespread application under field conditions, research is needed to ensure the selection of the most suitable species. In this study, we inoculated two cyanobacterial species, Phormidium ambiguum (non N-fixing) and Scytonema javanicum (N-fixing), on different textured soils (from silt loam to sandy), and analyzed cyanobacteria biocrust development and evolution of physicochemical soil properties for 3 months under laboratory conditions. Cyanobacteria inoculation led to biocrust formation in all soil types. Scanning electron microscope (SEM) images showed contrasting structure of the biocrust induced by the two cyanobacteria. The one from P. ambiguum was characterized by thin filaments that enveloped soil particles and created a dense, entangled network, while the one from S. javanicum consisted of thicker filaments that grouped as bunches in between soil particles. Biocrust development, assessed by chlorophyll a content and crust spectral properties, was higher in S. javanicum-inoculated soils compared to P. ambiguum-inoculated soils. Either cyanobacteria inoculation did not increase soil hydrophobicity. S. javanicum promoted a higher increase in total organic C and total N content, while P. ambiguum was more effective in increasing total exopolysaccharide (EPS) content and soil penetration resistance. The effects of cyanobacteria inoculation also differed among soil types and the highest improvement in soil fertility compared to non-inoculated soils was found in sandy and silty soils, which originally had lowest fertility. On the whole, the improvement in soil fertility and stability supports the viability of using cyanobacteria to restore degraded arid soils.","Tabernas Desert",-2.443611111,37.01027778,"Labratory","Cyanobacteria",3,"Months","Substrate, Inoculum Species","Positive","Time, Substrate, Species","","","","","","2¯26?37??W","37¯00?37??N","bib/chamizo_cyanobacteria_2018.bib"
"69",36,2016,"Park, Chan-Ho; Li, Xin-Rong; Jia, Rong-Liang; Hur, Jae-Seoun","Combined application of cyanobacteria with soil fixing chemicals for rapid induction of biological soil crust formation","Arid Land Research and Management","10.1080/15324982.2016.1198842","81?93","1",31,"Combined applications of cyanobacteria with soil fixing chemicals were investigated to generate artificially induced biological soil crust (BSC). Polyvinyl alcohol (PVA) and Tacki-Spray (TKS7) chemicals composed of bio-polysaccharides and tackifiers were examined under laboratory conditions. Following singular applications of chemicals, the mean weight diameter values of soil treated with TKS7 were 1.4-2.5 times higher than those of soil treated with PVA and thus TKS7 was selected for further tests for application with cyanobacteria (Nostoc Vaucher ex Bornet & Flahault, Phormidium Kutzing ex Gomont, and Scytonema arcangeli Bornet ex Flahault). Combined application of cyanobacteria and different concentrations of TKS7 enhanced soil aggregate stability, resulting in mean weight diameter values of 0.58-0.69mm and was comparable to TKS7 singular application (0.18-0.40mm). Surface hardness values were also highly improved by the combined application of cyanobacteria with TKS7 (4.5MPa) compared to singular treatment of cyanobacteria (2.3MPa). In addition, superabsorbent polymer (SAP) was applied as a water-holding material and nutrient supplement in soil. The SAP promoted cyanobacterial cell growth under dry conditions. Chlorophyll a content of soil was improved by the addition of SAP (CST1: 2.93 mu g g(-1)) compared to singular treatment of cyanobacteria (C: 2.25 mu g g(-1)). These results suggest that combined application of cyanobacteria with TKS7 and SAP can induce BSC formation faster than singular application of cyanobacteria. The novel method presented herein can be applied to restoration of degraded soils in arid and semiarid areas.","Tengger Desert, China",105.0103056,37.45830556,"Labratory","Cyanobacteria",3,"Months","Stabilizer","Positive","Stabilizer","Chl a, Aggregate stability, Penetrometer","","","","","","","bib/park_combined_2016.bib"
"70",37,2014,"Park, Chan-Ho; Li, Xinrong; Jia, Rong Liang; Hur, Jae-Seoun","Effects of Superabsorbent Polymer on Cyanobacterial Biological Soil Crust Formation in Laboratory","Arid Land Research and Management","10.1080/15324982.2014.928835","55?71","1",29,"Numerous attempts have been made to control desertification and restore soil by inducing biological soil crusts (BSCs) formation through inoculation with cyanobacteria or application of soil fixing chemicals. In this study, combined application of biological (cyanobacteria) and chemical (superabsorbent polymer: SAP) materials to sand particles was conducted under laboratory conditions. Nostoc sp. was applied to sand at 5 to 25mg fresh weight (FW)/cm(2) and incubated at 25 degrees C under 100 mu mol photons m(-2) s (-1) for 12hr per day for 3 months. MWD (Mean Weight Diameter) analysis showed that the minimal cell dose for artificial BSCs induction was 10mg FW/cm(2), and the resulting BSC was stable enough to resist various destructive factors. Aggregate stability of the combined biological and chemical treatment (ACSAP) was higher than that of samples treated with Nostoc cells alone (AC) in the fast and slow wetting tests, but less stable than that of AC treatment in the wet stirring test. The SAP showed no harmful effect on Nostoc cell growth because of increased biomass during ACSAP treatment. However, the levels of extracellular polysaccharides (ESP) were lower upon ACSAP treatment than AC treatment. The wet stirring test demonstrated that ESP content was more important than cyanobacterial biomass for maintaining stability of the induced BSC. Overall, this study provides useful information regarding the interaction of Nostoc cells and superabsorbent polymer during artificial BSC formation. The results indicate that future studies investigating application of combined treatment of Nostoc cells and SAP in the field are warranted.","Tengger Desert, China",105.0103056,41.50830556,"Labratory","Cyanobacteria",3,"Months","Stabilizer","Mixed","Stabilizer","Chl a, EPS, Aggregate stability","","","","","","","bib/park_effects_2014.bib"
"71",56,1996,"Falchini, L.; Sparvoli, E.; Tomaselli, L.","Effect of Nostoc (Cyanobacteria) inoculation on the structure and stability of clay soils","Biology and Fertility of Soils","10.1007/bf00335965","346?352","3",23,"The effect ofˇNostocˇspp. (Cyanobacteria) inoculation on soil structure was studied in two clay soils (Calanco and Biancana) originating by erosion processes from Pliocenic marine sediments of central Tuscany (Italy). Two axenicˇNostocˇstrains, AfS49 and KaS35, selected for their soil colonization and exopolysaccharide (EPS) production capacities, were inoculated in Petri dishes on the two clay soils sterilized by autoclaving. The soils, inoculated with an amount of cyanobacterial biomass corresponding to 1.0 g dry wt. m-2, were incubated under continuous light at 27¯C for 3 months and periodically wetted using a pipette. The two strains showed different growth rates and EPS production on both soils: KaS35 produced more biomass, while AfS49 produced more EPS. This different behavior was also documented by scanning electron microscope (SEM) observations. The effect of cyanobacterial inoculation on soil structure resulted in the protection of soil porosity by reducing the damaging effect of water addition. Indeed, the incidence of transmission pores in the inoculated soils (about 30%) was higher with respect to the control soils (about 5%). Data also showed the beginning of a primary aggregation as a consequence of interaction between the secreted EPS and the morphological units of the fine soil fraction. However, no significant differences in water soil structure stability were measured between inoculated and non-inoculated soils. In this paper the interactions between the EPS produced by the two strains and the clay aggregates are discussed in order to understand the role of cyanobacterial inoculation in maintaining soil structure.","Tuscany, Italy",10.82,43.4165575,"Labratory","Cyanobacteria",3,"Months","Species, Substrate","Positive","Strains","SEM, EPS, Biomass, Hydraulic conductivity","","","","","","","bib/falchini_effect_1996.bib"
"72",59,2015,"Stewart, K. J.; Siciliano, S. D.","Potential Contribution of Native Herbs and Biological Soil Crusts to Restoration of the Biogeochemical Nitrogen Cycle in Mining Impacted Sites in Northern Canada","Ecological Restoration","10.3368/er.33.1.30","30?42","1",33,"The nitrogen cycle is highly sensitive to pollutants and restoration of this biogeochemical pathway is essential to ensure long-term sustainable ecosystems. Due to their ability to fix nitrogen, some native herb species and Biological Soil Crusts (BSCs) may promote plant community growth and help to establish primary successional processes. In a greenhouse trial, growth and nitrogen fixation rates of yellow mountain aven (Dryas drummondii), alpine sweetvetch (Hedysarum alpinum), field locoweed (Oxytropis campestris) and arctic lupine (Lupinus arcticus) were determined in tailings and mining impacted soils with amendments of Rhizobia and biochar. In a growth chamber trial, PureˇNostoc communeˇculture, DriedˇNostocˇspp. and BSC slurries derived from mature soil crusts were applied with and without biochar to tailings. Arctic lupine had the highest biomass and all species except yellow mountain aven showed nitrogen fixation in tailings and mining impacted soils. Nodulation and nitrogen fixation only occurred in herbs given a Rhizobia inoculum, suggesting the use of nitrogen-fixing species in northern reclamation may require microbial amendments. When used in combination with Rhizobia inoculum, biochar may promote nitrogen fixation associated with herb species. BSC slurries from mature soil crusts had significantly higher mean rates of nitrogen fixation (95 ?mol N m2/hr) compared with other soil crust species (5?23 ?mol N m2/hr). Biochar, Rhizobial inoculants and native nitrogen fixing species can enhance revegetation and nitrogen input in northern mining impacted substrates. However, large scale field experiments are required to identify suitable landscapes and determine how these initial nitrogen fixing species influence subsequent succession.","Yukon, Canada",-135.5044722,63.924,"Labratory","Moss, Lichen, Cyanobacteria",101,"Days","Substrate, Biochar, Inoculum form (slurry vs dry), Inoculum Species","Positive","Inoculum Species","N fixation","","","","","135¯29'ˇ76.1W","63¯55'ˇ26.4N","bib/stewart_potential_2015.bib"
"73",51,2011,"Chen, YQ; Zhao, YG; Ran, MY","Influence of 4 nutrients on the development of moss crust","J Northwest A&F Univ (Nat. Sci. Ed.)","","44?50","5",39,"?Objective? Experimental study was carried out on the influence of glucose and nutrients,with nitrogen,phosphorus,potassium,magnesium on the formation and development of moss crust,to provide technical guidance for the manual repair of biological soil crust of the loess hilly area.?Method? Using the natural moss of loess hills area as the breeding material,the interior artificial rearing experiment was carried out,glucose(10,20,30,40,50 g/L),ammonium nitrate(0.5,1.0,2.0,4.0,8.0 g/L),potassium dihydrogen phosphate(0.5,1.0,2.0,4.0,8.0 g/L),magnesium sulfate(0.25,0.5,1.0,2.0,4.0 g/L) were added into the culture medium,taking the blank as the comparison,the cover age,density and height of the moss mantle were determined at 30th day,to study the influence of the nourishing substance on the growth of moss mantle.?Result? 1)Growth was the best with glucose,moss crust cover age and density of the growth were 17.2% and 14.6 plant/cm2.Compared with CK adding the ammonium nitrate,potassium dihydrogen phosphate was not significant.2)With the increase of glucose,moss crust cover age and plant density gradually increased,reaching highest at 50 g/L,respectively,21.2% and 18.9 plant/cm2.3)With the addition of ammonium nitrate,moss crust cover age and the growth of moss plants decreased after increasing the density in the 1.0 g/L maximum,18.1% and 16.3 plant/cm2.4)As the addition of potassium dihydrogen sulfate increased,moss crust cover age and the growth of moss plants decreased after increasing,growth reached the highest when the concentration was 2.0 g/L,and to a minimum in 8.0 g/L.5)Under the 0.25 g/L of magnesium sulfate,the cover age and density of moss crust were the highest,reaching 17.2% and 14.8 plant/cm2.?Conclusion? Adding glucose and magnesium sulfate to soil medium can significantly increase the moss crust cover age and plant density of moss growth;Nitrogen has some influence on the growth of moss crust,low concentration can increase the number on unit area of mosses and the growth trend,but high concentration inhibits it;Potassium dihydrogen phosphate into the medium once has no effect on formation and development of the moss crust;Magnesium sulfate has certain influence on the development of moss crust,but the impact of the results is due to different concentrations of uncertainty.","",NA,NA,"Labratory","Moss",30,"Days","Nutrients","Positive","Nutrients","","","","","","","","bib/chen_influence_2011.bib"
"74",50,2009,"Chen, YanQin; Zhao, YunGe; Ran, MaoYong; others","Experimental research on artificial culture method of moss crust in Hilly Loess Plateau region.","Acta Botanica Boreali-Occidentalia Sinica","","586?592","3",29,"Mossˇcrustsˇas the last successional stage of biological soil crusts play an important role in soil erosion control in Hilly Loess Plateau region. In order to promote the formation and restoration of moss crusts in the region, the suitableˇinoculationmethods, inoculation amounts and cultivated conditions (temperatureˇand soil moisture) were studied by using a growth chamber at laboratory conditions. In this study, the natural moss crusts from research region were taken as propagation materials. The effect of 3 inoculation methods, includingˇmosses' spores, mosses' fragments and grinded moss crusts, 5 inoculation amounts for each inoculation method, 3 temperatures and 6 soil moistures on moss crusts developing were studied. The results showed: under the same inoculation conditions, the grinded moss crusts method was favorable to the formation of moss crusts. The coverage and density of moss crusts were 76% and 59 plant/cm2ˇafter 80 days' cultivated at 20¯C under a 12 h/d 5 230 lx photoperiod. There was a significant effect of different inoculation amount on the formation and development of moss crust. For grinded moss crusts, the coverage and mosses density were much better when the inoculation amount was 500-750 g/m2. Temperature had a significant effect on the formation and development of moss crust. Under this experimental conditions, 17¯C was favorable to moss crusts formed. Moss crusts can be formed only when soil moisture was higher than 60% field water capacity. Supersaturated soil moisture and high airˇhumiditynear soil surface were beneficial to the formation and development of moss crusts.","",NA,NA,"Labratory","Moss",80,"Days","Inoculum amount, Temperature, Watering Frequency","Positive","Inoculum amount, Temperature, Watering","","","","","","","","bib/chen_experimental_2009.bib"
"75",55,2012,"Xu, Yanhong; Rossi, Federico; Colica, Giovanni; Deng, Songqiang; Philippis, Roberto De; Chen, Lanzhou","Use of cyanobacterial polysaccharides to promote shrub performances in desert soils: a potential approach for the restoration of desertified areas","Biology and Fertility of Soils","10.1007/s00374-012-0707-0","143?152","2",49,"The importance of cyanobacterial polysaccharides of biological soil crusts in sand surface stabilization and soil nutrient retention has been long acknowledged. However, the role of cyanobacterial polysaccharides as a source of nutrition to vascular plants in crusted areas is ignored. In this study, the chemical composition of the polysaccharide synthesized by Phormidium tenue and the effects of its presence on seed germination and seedling metabolism of the shrub Caragana korshinskii were investigated. The crude polysaccharide synthesized by P. tenue was composed of 15 % protein and 58 % carbohydrate and showed the presence of 12 different types of monosaccharides. The addition of the polysaccharide significantly (P< 0.05) increased seed germination and metabolic activity of the seedling of the shrub C. korshinskii. The optimal concentration for vigor index, root length, root vigor, and total N and P contents was 10 mg/L polysaccharide; for the germination rate, nitrate reductase activity, carbohydrate content, chlorophyll, and Mg2+ content, the optimal was 60 mg/L polysaccharide, while for K+ and Ca2+ contents, photosynthetic efficiency and superoxide dismutase activity was 120 mg/L. The presence of the polysaccharide increased seed germination rate, ion uptake, and photosynthetic activity by affecting the electron transport chain and decreased oxidative damage by eliminating reactive oxygen species in C. korshinskii, thus promoting shrub performance in crusted desert areas.","",NA,NA,"Labratory","",NA,"","","","","","Not soil inoculation, only studying the effects of polysaturides on germination. Recommend to exclude","","","","","","bib/xu_use_2012.bib"
"76",71,2013,"Zhang, BC; Wang, JZ; Zhang, YM; Shao, Hua","Roles of moisture in constructing man-made algal crust with Micocoleus vaginatus","Ying yong sheng tai xue bao= The journal of applied ecology","","535?540","2",24,"To explore the roles of moisture in the construction of man-made algal crust with inoculated Micocoleus vaginatus, a laboratory experiment was conducted to study the variations of the microalgal biomass, algal crust thickness, crust compressive strength, and crust microstructure under six moisture doses and four moisture treatment intervals. When M. vaginatus was inoculated to the naked sands without moisture addition, the microalgal biomass was very low, and no algal crust was formed. With increasing dose of moisture, the microalgal biomass, algal crust thickness, and crust compressive strength increased significantly, and the algal filaments and extracellulhr polysaccharides (EPS) had a gradual increase, wrapped around the sands and formed a complex network. After 15 days moisture treatment, stable algal crust was formed, which had the highest microalgal biomass, crust thickness, and crust compressive strength. The optimal moisture dose for M. vaginatus to form man-made algal crust was 3-4 L.m-2.d-1, and the addition of moisture should be continued for 15 d. The availability of the moisture promoted the metabolic processes of M. vaginatus and the synthesis of the algal EPS, which increased the microalgal biomass and its ability to resist desiccation. The moisture availability at early stage was the key factor for M. vaginatus to successfully form algal crust. This study could offer some guidance for the recovery of biological soil crusts in the field.","",NA,NA,"Labratory","Cyanobacteria",NA,"","Watering Frequency, Watering Amount","Positive","Watering Amount","Biomass, thickness, compressive strength, SEM","","","","","","","bib/zhang_roles_2013.bib"
"77",64,2006,"Maestre, Fernando T.; Mart°n, Noelia; D°ez, Beatriz; L¢pez-Poma, Rosario; Santos, Fernando; Luque, Ignacio; Cortina, Jordi","Watering, Fertilization, and Slurry Inoculation Promote Recovery of Biological Crust Function in Degraded Soils","Microbial Ecology","10.1007/s00248-006-9017-0","365?377","3",52,"Biological soil crusts are very sensitive to human-induced disturbances and are in a degraded state in many areas throughout their range. Given their importance in the functioning of arid and semiarid ecosystems, restoring these crusts may contribute to the recovery of ecosystem functionality in degraded areas. We conducted a factorial microcosm experiment to evaluate the effects of inoculation type (discrete fragments vs slurry), fertilization (control vs addition of composted sewage sludge), and watering frequency (two vs five times per week) on the cyanobacterial composition, nitrogen fixation, chlorophyll content, and net CO2 exchange rate of biological soil crusts inoculated on a semiarid degraded soil from SE Spain. Six months after the inoculation, the highest rates of nitrogen fixation and chlorophyll a content were found when the biological crusts were inoculated as slurry, composted sewage sludge was added, and the microcosms were watered five times per week. Net CO2 exchange rate increased when biological crusts were inoculated as slurry and the microcosms were watered five times per week. Denaturing gradient gel electrophoresis fingerprints and phylogenetic analyses indicated that most of the cyanobacterial species already present in the inoculated crust had the capability to spread and colonize the surface of the surrounding soil. These analyses showed that cyanobacterial communities were less diverse when the microcosms were watered five times per week, and that watering frequency (followed in importance by the addition of composted sewage sludge and inoculation type) was the treatment that most strongly influenced their composition. Our results suggest that the inoculation of biological soil crusts in the form of slurry combined with the addition of composted sewage sludge could be a suitable technique to accelerate the recovery of the composition and functioning of biological soil crusts in drylands","Relleu, Spain",-0.296828665,38.542791,"Mesocosm","Moss, Lichen, Cyanobacteria",7,"Months","Inoculum form, Nutrients, watering frequency","Positive","Inoculum Form, Nutrients, Watering Frequency","Species composition, Nitrogen Fixation, chl a, CO2","","","","","","","bib/maestre_watering_2006.bib"
"78",40,2011,"Xiao, Bo; Wang, Qing-hai; Zhao, Yun-ge; Shao, Ming-an","Artificial culture of biological soil crusts and its effects on overland flow and infiltration under simulated rainfall","Applied Soil Ecology","10.1016/j.apsoil.2011.02.006","11?17","1",48,"Biological soil crusts are receiving increasing attention due to their potentially positive effects on desert ecosystems. Artificial propagation of crusts is one way to restore degraded desert soils. However, little is known about their effectiveness on overland flow or water infiltration. Consequently, a study was done on soils of the Loess Plateau of China that had crusts propagated on different slopes. The results show that: (1) it is feasible to artificially grow moss-dominated biological soil crusts (moss crusts) in laboratory; when inoculated by sprinkling crushed fragments of stems and leaves of natural moss crusts they will cover the soil surface almost completely after about 10 months; (2) the artificially propagated moss crusts significantly increase infiltration consequently decreasing overland flow and this increase in infiltration is positively correlated to the soil coverage extent; (3) overland flow results increased by slope in moss-protected and bare soils, consequently the action of moss crusts is particularly important for protecting steep slopes; (4) the start time of runoff process is delayed by moss crusts, and the soil water redistribution process is also greatly affected. These results may be useful for helping to control desertification on the Loess Plateau of China or similar regions. (C) 2011 Elsevier B.V. All rights reserved.","Yangling, China",108.0833333,34.26666667,"Mesocosm","Moss",2,"Years","Time","Positive","Time / Cover","Runoff","","","","","","","bib/xiao_artificial_2011.bib"
"79",41,2015,"Xiao, Bo; Zhao, Yunge; Wang, Qinghai; Li, Cui","Development of artificial moss-dominated biological soil crusts and their effects on runoff and soil water content in a semi-arid environment","Journal of Arid Environments","10.1016/j.jaridenv.2015.02.017","75?83","",117,"Artificial biological soil crusts (hereafter 'crusts') are promising candidates for the control of soil and water loss in semi-arid ecosystems. However, their hydrological functions have not yet been sufficiently investigated. In this study, runoff plots were constructed in a semi-arid environment on the Loess Plateau of China, and moss-dominated crusts were later artificially cultured. The effects of the artificial crusts on runoff and soil water content (0-90 cm) over eight years (2005-2012) were determined, depending on the differences between the artificial crusts and no crusts. The results showed that (I) artificial moss-dominated crusts primarily developed after two years and fully formed after four years in the semi-arid environment; (2) artificial crusts reduced runoff by 27% in total in the first three years after the inoculation; (3) artificial crusts decreased soil water content, and this effect increased linearly with time; and (4) artificial crusts increased water content in the upper 20 cm of soils but reduced water content in deeper (>30 cm) soils. The results indicate that it is feasible to artificially culture moss-dominated crusts in semi-arid regions. However, artificial crusts only slightly improved surface soil water conditions and greatly impaired deeper soil water conditions. (C) 2015 Elsevier Ltd. All rights reserved.","",110.3833333,38.85,"Mesocosm","Moss",7,"Years","Soil Depth","Positive","Runoff","Cover, Runoff","","","409","8.4","","","bib/xiao_development_2015.bib"
"80",81,2007,"Xie, Zuoming; Liu, Yongding; Hu, Chunxiang; Chen, Lanzhou; Li, Dunhai","Relationships between the biomass of algal crusts in fields and their compressive strength","Soil Biology and Biochemistry","10.1016/j.soilbio.2006.09.004","567?572","2",39,"In the desert areas of China investigated by the authors, various biological crusts were predominately associated with three blue-green algal (cyanobacterial) species, Microcoleus vaginatus Gom., Phormidium tenue (Menegh.) Gom. and Scytonema javanicum (Ku?tz.) Born et Flah. Their biomass and their compressive strength were measured simultaneously in the field in this study. It was also found that the compressive strength of algal crusts was enhanced with the increasing of algal biomass from an undetectable level to a value as high as 9.6 mg g1 dry soil. However, when the algal biomass decreased, the compressive strength did not descend immediately, but remained relatively steady. The higher the algal biomass became, the thicker were the algal crusts formed. Given the same biomass, the highest compressive strength of man-made algal crusts in fields was found at an algal ratio of 62.5% M. vaginatus, 31.25% P. tenue and 6.25% S. javanicum, and it reached 0.89 kg cm2 . When the biomass of the crusts increased above the value of 8.16 mg chla g1 dry soil, the compressive strength would not ascend easily. It indicated that the compressive strength of man-made algal crusts appeared temporarily saturated in the field","",NA,NA,"Observational","",NA,"","","","","","Non-manipulative, recommend to exclude","","","","","","bib/xie_relationships_2007.bib"
"81",60,2018,"Jones, TA","Ecosystem restoration: recent advances in theory and practice","The Rangeland Journal","","417?430","6",39,"Restoration of damaged ecosystems is receiving increasing attention worldwide as awareness increases that humanity must sustain ecosystem structure, functioning, and diversity for its own wellbeing. Restoration will become increasingly important because our planet will sustain an increasingly heavy human footprint as human populations continue to increase. Restoration efforts can improve desirable ecological functioning, even when restoration to a historic standard is not feasible with current practice. Debate as to whether restoration is feasible is coupled to long-standing disputes regarding the definition of restoration, whether more-damaged lands are worthy of restoration efforts given limited financial resources, and ongoing conflicts as to whether the novel ecosystem concept is a help or a hindrance to restoration efforts. A willingness to consider restoration options that have promise, yet would have previously been regarded as ?taboo? based on the precautionary principle, is increasing. Functional restoration is becoming more prominent in the scientific literature, as evidenced by an increased emphasis on functional traits, as opposed to a simple inventory of vascular plant species. Biodiversity continues to be important, but an increasingly expansive array of provenance options that are less stringent than the traditional ?local is best? is now being considered. Increased appreciation for soil health, plant?soil feedbacks, biological crusts, and water quality is evident. In the United States, restoration projects are becoming increasingly motivated by or tied to remediation of major environmental problems or recovery of fauna that are either charismatic, for example, the monarch butterfly, or deliver key ecosystem services, for example, hymenopteran pollinators.","",NA,NA,"Review","",NA,"","","","","","Review. Should be excluded","","","","","","bib/jones_ecosystem_2018.bib"
"82",42,2017,"Hong-Mei, X. U.; Jin, and LI; Yuan-Ming, ZHANG","Effects of water condition on photochemical efficiency and physiological characteristics in artificially cultivated moss Syntrichia caninervis","Chinese Journal of Plant Ecology","10.17521/cjpe.2015.0403","882?893","8",41,"Aims The desert moss Syntrichia caninervis is a dominant species in the moss biocrust of the Gurbantunggut Desert. It plays an important role in soil stability and artificial biocrust reconstruction in desert ecosystems. Previous studies have demonstrated that although artificial cultivation techniques can promote the micropropagation of S. caninervis, the resulting moss performs poorly in maintenance ability. Water availability has been considered as a critical factor to stimulate the physiological activities in moss species. Our objective in this study was to determine the optimum water condition for growth of sand-cultivated shoots of S. caninervis in the process of transplanting cultured materials from laboratory to the field.Methods We used sand-cultivated S. caninervis grown from fragmented gametophyte leaves and stems above ground. The experiment was run for 30 days under conditions of three water treatments, including intermittent water supply (watering every three days), fully watered (watering every day), and drought (watering every six days). Fluorescence and physiological indices of shoots, such as photochemical efficiency, pigment content, soluble sugar, free proline, soluble protein, catalase, peroxidase, superoxide dismutase activities and malondialdehyde were measured.Important findings The content of total chlorophyll, chlorophyll a and b in drought and fully watered treatments were significantly lower than in intermittent water supply treatment. Drought reduced the chlorophyll a/b ratio, and fully watered treatment deceased carotenoid content. Drought and fully watered treatments significantly reduced the maximal and actual photochemical efficiency and the soluble protein content, while increased most indices in osmotic adjustment substances and antioxidative enzyme activities, such as soluble sugar content, free proline content, catalase, peroxidase, superoxide dismutase and malonaldehyde content. Our results showed that the sand-cultivated S. caninervis accumulated osmotic adjustment substances and strengthened the antioxidative enzyme activities to survive under different water conditions, such as in the fully watered treatment. Compared with the intermittent water supply treatment, drought may lead to more damages in sand-cultivated shoots of S. caninervis, with the membrane lipid peroxidation being aggravated. Thus, intermittent water supply results in better development of artificial-cultivated S. caninervis than drought and fully watered treatments. This conclusion could provide theoretical basis for water saving management of artificially cultivated bryophyte in wild engraftment.","Gurbantunggut Desert, China",NA,NA,"Unclear","Moss",1,"Weeks","Watering Frequency","Positive","Watering Frequency","Chl a, Cover, Fluorescence, Chemical composition","","","","","","","bib/hong-mei_effects_2017.bib"
